rank,x0_utm,y0_utm,zmean_ft,ponding_ft,basins,mean_pci,s_pond,s_basin_deficit,s_pci,priority
347,328184.2,4696275.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
348,328234.2,4696275.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
349,328284.2,4696275.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
350,328334.2,4696275.4,-0.7,4.0,0,,1.0,1.0,0.5,90.0
351,328384.2,4696275.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
352,328434.2,4696275.4,0.5,4.0,0,,1.0,1.0,0.5,90.0
353,328484.2,4696275.4,-0.5,4.0,0,,1.0,1.0,0.5,90.0
354,328534.2,4696275.4,0.0,4.0,0,,1.0,1.0,0.5,90.0
355,324684.2,4696325.4,12.7,4.0,0,,1.0,1.0,0.5,90.0
356,324734.2,4696325.4,13.0,4.0,0,,1.0,1.0,0.5,90.0
357,324784.2,4696325.4,14.4,4.0,0,,1.0,1.0,0.5,90.0
358,327384.2,4696325.4,27.3,4.0,0,,1.0,1.0,0.5,90.0
359,327434.2,4696325.4,18.1,4.0,0,,1.0,1.0,0.5,90.0
360,327484.2,4696325.4,12.2,4.0,0,,1.0,1.0,0.5,90.0
361,327534.2,4696325.4,11.0,4.0,0,,1.0,1.0,0.5,90.0
362,328184.2,4696325.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
363,328234.2,4696325.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
364,328284.2,4696325.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
365,328334.2,4696325.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
366,328384.2,4696325.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
367,328434.2,4696325.4,-0.3,4.0,0,,1.0,1.0,0.5,90.0
368,324684.2,4696375.4,15.0,4.0,0,,1.0,1.0,0.5,90.0
369,324734.2,4696375.4,14.6,4.0,0,,1.0,1.0,0.5,90.0
370,324634.2,4696425.4,19.9,4.0,0,,1.0,1.0,0.5,90.0
371,324684.2,4696425.4,19.8,4.0,0,,1.0,1.0,0.5,90.0
372,324734.2,4696425.4,20.6,4.0,0,,1.0,1.0,0.5,90.0
373,326084.2,4696425.4,34.9,4.0,0,,1.0,1.0,0.5,90.0
374,324584.2,4696475.4,27.0,4.0,0,,1.0,1.0,0.5,90.0
375,324584.2,4696525.4,24.9,4.0,0,,1.0,1.0,0.5,90.0
376,324534.2,4696575.4,27.0,4.0,0,,1.0,1.0,0.5,90.0
377,325434.2,4696575.4,29.0,4.0,0,,1.0,1.0,0.5,90.0
378,324484.2,4696625.4,29.1,4.0,0,,1.0,1.0,0.5,90.0
379,324434.2,4696675.4,22.8,4.0,0,,1.0,1.0,0.5,90.0
380,324484.2,4696675.4,27.7,4.0,0,,1.0,1.0,0.5,90.0
381,325884.2,4696675.4,27.0,3.997,0,,0.999,1.0,0.5,90.0
382,325884.2,4696725.4,26.9,4.0,0,,1.0,1.0,0.5,90.0
383,324334.2,4696775.4,13.7,4.0,0,,1.0,1.0,0.5,90.0
384,325584.2,4696775.4,31.2,4.0,0,,1.0,1.0,0.5,90.0
385,324334.2,4696825.4,10.6,4.0,0,,1.0,1.0,0.5,90.0
386,325384.2,4696825.4,44.7,3.999,0,,1.0,1.0,0.5,90.0
387,325684.2,4696825.4,31.4,4.0,0,,1.0,1.0,0.5,90.0
388,324334.2,4696875.4,10.1,4.0,0,,1.0,1.0,0.5,90.0
389,325084.2,4696875.4,57.6,4.0,0,,1.0,1.0,0.5,90.0
390,325134.2,4696875.4,54.3,4.0,0,,1.0,1.0,0.5,90.0
391,325384.2,4696875.4,51.9,3.997,0,,0.999,1.0,0.5,90.0
392,324334.2,4696925.4,13.1,4.0,0,,1.0,1.0,0.5,90.0
393,325084.2,4696925.4,59.6,4.0,0,,1.0,1.0,0.5,90.0
394,324334.2,4696975.4,12.9,4.0,0,,1.0,1.0,0.5,90.0
395,324334.2,4697025.4,11.7,4.0,0,,1.0,1.0,0.5,90.0
396,324334.2,4697075.4,9.3,4.0,0,,1.0,1.0,0.5,90.0
397,324884.2,4697075.4,54.2,4.0,0,,1.0,1.0,0.5,90.0
398,324334.2,4697125.4,7.3,4.0,0,,1.0,1.0,0.5,90.0
399,324384.2,4697125.4,15.6,4.0,0,,1.0,1.0,0.5,90.0
400,324384.2,4697175.4,9.8,4.0,0,,1.0,1.0,0.5,90.0
401,324434.2,4697175.4,15.0,4.0,0,,1.0,1.0,0.5,90.0
402,324434.2,4697225.4,5.2,4.0,0,,1.0,1.0,0.5,90.0
403,324434.2,4697275.4,1.6,4.0,0,,1.0,1.0,0.5,90.0
404,324484.2,4697275.4,4.1,4.0,0,,1.0,1.0,0.5,90.0
405,324534.2,4697275.4,8.3,4.0,0,,1.0,1.0,0.5,90.0
406,324634.2,4697275.4,14.6,4.0,0,,1.0,1.0,0.5,90.0
407,324484.2,4697325.4,2.5,4.0,0,,1.0,1.0,0.5,90.0
408,324534.2,4697325.4,5.3,4.0,0,,1.0,1.0,0.5,90.0
409,324584.2,4697325.4,7.1,4.0,0,,1.0,1.0,0.5,90.0
410,324634.2,4697325.4,9.5,4.0,0,,1.0,1.0,0.5,90.0
411,324484.2,4697375.4,1.7,4.0,0,,1.0,1.0,0.5,90.0
412,324534.2,4697375.4,3.8,4.0,0,,1.0,1.0,0.5,90.0
413,324584.2,4697375.4,5.7,4.0,0,,1.0,1.0,0.5,90.0
414,324634.2,4697375.4,8.0,4.0,0,,1.0,1.0,0.5,90.0
415,324534.2,4697425.4,3.7,4.0,0,,1.0,1.0,0.5,90.0
416,324584.2,4697425.4,6.1,4.0,0,,1.0,1.0,0.5,90.0
417,324634.2,4697425.4,7.7,4.0,0,,1.0,1.0,0.5,90.0
418,324534.2,4697475.4,3.4,4.0,0,,1.0,1.0,0.5,90.0
419,324584.2,4697475.4,6.0,4.0,0,,1.0,1.0,0.5,90.0
420,324634.2,4697475.4,8.2,4.0,0,,1.0,1.0,0.5,90.0
421,324534.2,4697525.4,3.8,4.0,0,,1.0,1.0,0.5,90.0
422,324584.2,4697525.4,7.1,4.0,0,,1.0,1.0,0.5,90.0
423,324734.2,4697525.4,23.1,4.0,0,,1.0,1.0,0.5,90.0
424,324484.2,4697575.4,1.8,4.0,0,,1.0,1.0,0.5,90.0
425,324534.2,4697575.4,4.4,4.0,0,,1.0,1.0,0.5,90.0
426,324484.2,4697625.4,3.1,4.0,0,,1.0,1.0,0.5,90.0
427,324534.2,4697625.4,5.5,4.0,0,,1.0,1.0,0.5,90.0
428,324484.2,4697675.4,3.2,4.0,0,,1.0,1.0,0.5,90.0
429,324534.2,4697675.4,5.6,4.0,0,,1.0,1.0,0.5,90.0
430,324484.2,4697725.4,3.1,4.0,0,,1.0,1.0,0.5,90.0
431,324534.2,4697725.4,5.6,4.0,0,,1.0,1.0,0.5,90.0
432,324484.2,4697775.4,2.6,4.0,0,,1.0,1.0,0.5,90.0
433,324534.2,4697775.4,5.1,4.0,0,,1.0,1.0,0.5,90.0
434,324484.2,4697825.4,1.6,4.0,0,,1.0,1.0,0.5,90.0
435,324534.2,4697825.4,5.5,4.0,0,,1.0,1.0,0.5,90.0
436,324584.2,4697825.4,8.1,3.996,0,,0.999,1.0,0.5,90.0
437,324484.2,4697875.4,1.7,4.0,0,,1.0,1.0,0.5,90.0
438,324534.2,4697875.4,5.6,4.0,0,,1.0,1.0,0.5,90.0
439,324584.2,4697875.4,8.3,4.0,0,,1.0,1.0,0.5,90.0
440,324484.2,4697925.4,2.2,4.0,0,,1.0,1.0,0.5,90.0
441,324534.2,4697925.4,4.3,4.0,0,,1.0,1.0,0.5,90.0
442,324584.2,4697925.4,8.0,4.0,0,,1.0,1.0,0.5,90.0
443,324534.2,4697975.4,6.6,4.0,0,,1.0,1.0,0.5,90.0
444,324584.2,4697975.4,9.6,4.0,0,,1.0,1.0,0.5,90.0
445,324534.2,4698025.4,2.8,4.0,0,,1.0,1.0,0.5,90.0
446,324584.2,4698025.4,6.8,4.0,0,,1.0,1.0,0.5,90.0
447,324634.2,4698025.4,10.8,3.999,0,,1.0,1.0,0.5,90.0
448,324534.2,4698075.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
449,324584.2,4698075.4,0.7,4.0,0,,1.0,1.0,0.5,90.0
450,324634.2,4698075.4,7.6,4.0,0,,1.0,1.0,0.5,90.0
451,324584.2,4698125.4,0.4,4.0,0,,1.0,1.0,0.5,90.0
452,324634.2,4698125.4,4.0,4.0,0,,1.0,1.0,0.5,90.0
453,324934.2,4698125.4,20.9,4.0,0,,1.0,1.0,0.5,90.0
454,324584.2,4698175.4,0.4,4.0,0,,1.0,1.0,0.5,90.0
455,324634.2,4698175.4,2.9,4.0,0,,1.0,1.0,0.5,90.0
456,324684.2,4698175.4,5.8,3.999,0,,1.0,1.0,0.5,90.0
457,324934.2,4698175.4,19.8,4.0,0,,1.0,1.0,0.5,90.0
458,324984.2,4698175.4,21.9,4.0,0,,1.0,1.0,0.5,90.0
459,324584.2,4698225.4,-0.5,4.0,0,,1.0,1.0,0.5,90.0
460,324634.2,4698225.4,1.6,4.0,0,,1.0,1.0,0.5,90.0
461,324684.2,4698225.4,5.5,4.0,0,,1.0,1.0,0.5,90.0
462,324984.2,4698225.4,14.7,3.998,0,,1.0,1.0,0.5,90.0
463,324634.2,4698275.4,-0.3,4.0,0,,1.0,1.0,0.5,90.0
464,324684.2,4698275.4,4.9,4.0,0,,1.0,1.0,0.5,90.0
465,324784.2,4698275.4,6.0,4.0,0,,1.0,1.0,0.5,90.0
466,324834.2,4698275.4,5.1,4.0,0,,1.0,1.0,0.5,90.0
467,324984.2,4698275.4,9.6,4.0,0,,1.0,1.0,0.5,90.0
468,324684.2,4698325.4,1.9,4.0,0,,1.0,1.0,0.5,90.0
469,324734.2,4698325.4,1.8,4.0,0,,1.0,1.0,0.5,90.0
470,324784.2,4698325.4,1.0,4.0,0,,1.0,1.0,0.5,90.0
471,324834.2,4698325.4,4.3,4.0,0,,1.0,1.0,0.5,90.0
472,324884.2,4698325.4,7.4,4.0,0,,1.0,1.0,0.5,90.0
473,324934.2,4698325.4,5.5,4.0,0,,1.0,1.0,0.5,90.0
474,324984.2,4698325.4,8.2,4.0,0,,1.0,1.0,0.5,90.0
475,324834.2,4698375.4,3.5,4.0,0,,1.0,1.0,0.5,90.0
476,324884.2,4698375.4,0.9,4.0,0,,1.0,1.0,0.5,90.0
477,324934.2,4698375.4,1.3,4.0,0,,1.0,1.0,0.5,90.0
478,324984.2,4698375.4,4.8,4.0,0,,1.0,1.0,0.5,90.0
479,327684.2,4693975.4,9.2,3.988,0,,0.997,1.0,0.5,89.9
480,327884.2,4694025.4,19.0,3.996,0,,0.999,1.0,0.5,89.9
481,327584.2,4694175.4,40.4,3.996,0,,0.999,1.0,0.5,89.9
482,328534.2,4694275.4,11.4,3.991,0,,0.998,1.0,0.5,89.9
483,328484.2,4694375.4,16.3,3.994,0,,0.999,1.0,0.5,89.9
484,327684.2,4694475.4,64.0,3.992,0,,0.998,1.0,0.5,89.9
485,327934.2,4695125.4,16.2,3.995,0,,0.999,1.0,0.5,89.9
486,327884.2,4695425.4,13.3,3.996,0,,0.999,1.0,0.5,89.9
487,327684.2,4695825.4,20.7,3.994,0,,0.999,1.0,0.5,89.9
488,327734.2,4695825.4,19.8,3.992,0,,0.998,1.0,0.5,89.9
489,327684.2,4695875.4,19.4,3.994,0,,0.999,1.0,0.5,89.9
490,328584.2,4696025.4,-1.0,3.993,0,,0.998,1.0,0.5,89.9
491,324734.2,4696475.4,28.1,3.992,0,,0.998,1.0,0.5,89.9
492,324584.2,4697275.4,12.2,3.993,0,,0.998,1.0,0.5,89.9
493,329034.2,4693375.4,10.9,3.986,0,,0.997,1.0,0.5,89.8
494,327434.2,4693525.4,8.5,3.981,0,,0.995,1.0,0.5,89.8
495,326484.2,4694025.4,13.9,3.982,0,,0.996,1.0,0.5,89.8
496,327384.2,4695025.4,33.1,3.981,0,,0.995,1.0,0.5,89.8
497,329184.2,4695225.4,9.1,3.982,0,,0.996,1.0,0.5,89.8
498,327334.2,4695875.4,81.9,3.984,0,,0.996,1.0,0.5,89.8
499,328734.2,4695925.4,-0.8,3.983,0,,0.996,1.0,0.5,89.8
500,328734.2,4695975.4,-0.7,3.982,0,,0.996,1.0,0.5,89.8
501,324934.2,4696125.4,17.5,3.986,0,,0.997,1.0,0.5,89.8
502,324834.2,4696225.4,16.2,3.982,0,,0.996,1.0,0.5,89.8
503,324934.2,4696275.4,15.4,3.988,0,,0.997,1.0,0.5,89.8
504,325234.2,4696425.4,26.0,3.987,0,,0.997,1.0,0.5,89.8
505,325334.2,4696875.4,51.0,3.984,0,,0.996,1.0,0.5,89.8
506,325584.2,4696875.4,46.9,3.987,0,,0.997,1.0,0.5,89.8
507,327034.2,4693525.4,14.6,3.976,0,,0.994,1.0,0.5,89.7
508,328284.2,4694425.4,16.5,3.973,0,,0.993,1.0,0.5,89.7
509,326634.2,4694475.4,18.2,3.979,0,,0.995,1.0,0.5,89.7
510,327184.2,4694475.4,29.0,3.979,0,,0.995,1.0,0.5,89.7
511,326784.2,4695375.4,37.9,3.975,0,,0.994,1.0,0.5,89.7
512,327984.2,4695675.4,10.1,3.973,0,,0.993,1.0,0.5,89.7
513,328884.2,4695875.4,-0.3,3.973,0,,0.993,1.0,0.5,89.7
514,327384.2,4695975.4,60.2,3.978,0,,0.994,1.0,0.5,89.7
515,328634.2,4695975.4,-0.8,3.973,0,,0.993,1.0,0.5,89.7
516,325384.2,4696575.4,30.6,3.98,0,,0.995,1.0,0.5,89.7
517,324734.2,4697575.4,22.5,3.973,0,,0.993,1.0,0.5,89.7
518,324584.2,4697625.4,7.1,3.98,0,,0.995,1.0,0.5,89.7
519,324734.2,4698275.4,8.7,3.976,0,,0.994,1.0,0.5,89.7
520,329184.2,4693575.4,11.9,3.97,0,,0.993,1.0,0.5,89.6
521,327834.2,4694075.4,28.0,3.971,0,,0.993,1.0,0.5,89.6
522,327334.2,4694275.4,24.5,3.969,0,,0.992,1.0,0.5,89.6
523,327984.2,4695125.4,13.7,3.966,0,,0.991,1.0,0.5,89.6
524,328084.2,4696175.4,2.9,3.969,0,,0.992,1.0,0.5,89.6
525,327534.2,4696225.4,22.9,3.969,0,,0.992,1.0,0.5,89.6
526,328284.2,4696225.4,0.4,3.967,0,,0.992,1.0,0.5,89.6
527,325134.2,4696925.4,58.2,3.966,0,,0.991,1.0,0.5,89.6
528,324684.2,4697475.4,15.0,3.966,0,,0.992,1.0,0.5,89.6
529,324584.2,4697575.4,8.0,3.966,0,,0.992,1.0,0.5,89.6
530,324584.2,4697775.4,6.9,3.967,0,,0.992,1.0,0.5,89.6
531,326934.2,4693525.4,19.3,3.957,0,,0.989,1.0,0.5,89.5
532,327634.2,4694025.4,15.5,3.961,0,,0.99,1.0,0.5,89.5
533,328934.2,4694025.4,9.6,3.962,0,,0.991,1.0,0.5,89.5
534,328634.2,4694175.4,11.5,3.96,0,,0.99,1.0,0.5,89.5
535,327234.2,4694725.4,67.0,3.961,0,,0.99,1.0,0.5,89.5
536,328834.2,4694975.4,20.4,3.963,0,,0.991,1.0,0.5,89.5
537,329084.2,4695075.4,9.8,3.959,0,,0.99,1.0,0.5,89.5
538,329134.2,4695575.4,-2.6,3.958,0,,0.99,1.0,0.5,89.5
539,324934.2,4696325.4,19.2,3.962,0,,0.99,1.0,0.5,89.5
540,325184.2,4696875.4,53.4,3.959,0,,0.99,1.0,0.5,89.5
541,324684.2,4697525.4,15.1,3.959,0,,0.99,1.0,0.5,89.5
542,328184.2,4693375.4,11.2,3.951,0,,0.988,1.0,0.5,89.4
543,328534.2,4694325.4,15.3,3.951,0,,0.988,1.0,0.5,89.4
544,327534.2,4694875.4,34.3,3.955,0,,0.989,1.0,0.5,89.4
545,327284.2,4695125.4,34.5,3.954,0,,0.988,1.0,0.5,89.4
546,328534.2,4696025.4,-0.0,3.95,0,,0.988,1.0,0.5,89.4
547,328234.2,4696225.4,1.7,3.955,0,,0.989,1.0,0.5,89.4
548,327434.2,4696275.4,30.8,3.951,0,,0.988,1.0,0.5,89.4
549,325184.2,4696825.4,50.6,3.951,0,,0.988,1.0,0.5,89.4
550,325034.2,4696925.4,63.2,3.951,0,,0.988,1.0,0.5,89.4
551,324684.2,4697425.4,14.7,3.955,0,,0.989,1.0,0.5,89.4
552,329034.2,4693975.4,9.9,3.942,0,,0.985,1.0,0.5,89.3
553,327384.2,4694275.4,30.4,3.943,0,,0.986,1.0,0.5,89.3
554,325534.2,4695475.4,28.1,3.928,0,49.1,0.982,1.0,0.509,89.3
555,326884.2,4693525.4,21.9,3.932,0,,0.983,1.0,0.5,89.2
556,329184.2,4693525.4,11.3,3.936,0,,0.984,1.0,0.5,89.2
557,328484.2,4694325.4,12.8,3.938,0,,0.984,1.0,0.5,89.2
558,327184.2,4694425.4,23.8,3.94,0,,0.985,1.0,0.5,89.2
559,328034.2,4694425.4,18.2,3.934,0,,0.983,1.0,0.5,89.2
560,328784.2,4695025.4,16.9,3.936,0,,0.984,1.0,0.5,89.2
561,327784.2,4695525.4,27.3,3.938,0,,0.984,1.0,0.5,89.2
562,324584.2,4696575.4,27.7,3.935,0,,0.984,1.0,0.5,89.2
563,325134.2,4696675.4,49.5,3.933,0,,0.983,1.0,0.5,89.2
564,327334.2,4693525.4,9.0,3.931,0,,0.983,1.0,0.5,89.1
565,326534.2,4694075.4,11.0,3.927,0,,0.982,1.0,0.5,89.1
566,327434.2,4694275.4,37.1,3.932,0,,0.983,1.0,0.5,89.1
567,328134.2,4694475.4,17.1,3.926,0,,0.982,1.0,0.5,89.1
568,327584.2,4695375.4,36.3,3.931,0,,0.983,1.0,0.5,89.1
569,326434.2,4695925.4,36.3,3.928,0,,0.982,1.0,0.5,89.1
570,327934.2,4696125.4,2.8,3.924,0,,0.981,1.0,0.5,89.1
571,327384.2,4693525.4,8.9,3.917,0,,0.979,1.0,0.5,89.0
572,327734.2,4694675.4,29.4,3.92,0,,0.98,1.0,0.5,89.0
573,325384.2,4696775.4,42.7,3.919,0,,0.98,1.0,0.5,89.0
574,325134.2,4696825.4,53.2,3.921,0,,0.98,1.0,0.5,89.0
575,324884.2,4698125.4,20.9,3.923,0,,0.981,1.0,0.5,89.0
576,327634.2,4694475.4,69.8,3.913,0,,0.978,1.0,0.5,88.9
577,326584.2,4694625.4,49.5,3.927,0,51.1,0.982,1.0,0.489,88.9
578,325634.2,4696775.4,29.4,3.915,0,,0.979,1.0,0.5,88.9
579,325334.2,4696925.4,62.0,3.912,0,,0.978,1.0,0.5,88.9
580,328834.2,4693425.4,10.5,3.9,0,,0.975,1.0,0.5,88.8
581,328184.2,4694375.4,12.4,3.907,0,,0.977,1.0,0.5,88.8
582,327284.2,4693525.4,10.3,3.895,0,,0.974,1.0,0.5,88.7
583,327384.2,4694225.4,22.5,3.899,0,,0.975,1.0,0.5,88.7
584,329184.2,4695425.4,-1.9,3.9,0,,0.975,1.0,0.5,88.7
585,328634.2,4696025.4,-1.0,3.898,0,,0.975,1.0,0.5,88.7
586,327484.2,4694075.4,12.7,3.887,0,,0.972,1.0,0.5,88.6
587,328834.2,4695025.4,15.0,3.89,0,,0.972,1.0,0.5,88.6
588,326034.2,4695225.4,62.5,3.885,0,49.9,0.971,1.0,0.501,88.6
589,325284.2,4695575.4,25.8,3.887,0,,0.972,1.0,0.5,88.6
590,325084.2,4695775.4,24.5,3.885,0,,0.971,1.0,0.5,88.6
591,324934.2,4697025.4,61.1,3.886,0,,0.972,1.0,0.5,88.6
592,324484.2,4697225.4,12.0,3.892,0,,0.973,1.0,0.5,88.6
593,329034.2,4694975.4,12.8,3.877,0,,0.969,1.0,0.5,88.5
594,327734.2,4696125.4,14.7,3.878,0,,0.97,1.0,0.5,88.5
595,325234.2,4696475.4,27.7,3.876,0,,0.969,1.0,0.5,88.5
596,325134.2,4696725.4,52.6,3.88,0,,0.97,1.0,0.5,88.5
597,327534.2,4694025.4,10.8,3.872,0,,0.968,1.0,0.5,88.4
598,327434.2,4695875.4,65.7,3.872,0,,0.968,1.0,0.5,88.4
599,324584.2,4697675.4,6.9,3.872,0,,0.968,1.0,0.5,88.4
600,326084.2,4694825.4,37.2,4.0,0,58.4,1.0,1.0,0.416,88.3
601,325734.2,4695075.4,33.6,3.881,0,51.1,0.97,1.0,0.489,88.3
602,327434.2,4695475.4,59.0,3.863,0,,0.966,1.0,0.5,88.3
603,326584.2,4693775.4,21.5,3.853,0,,0.963,1.0,0.5,88.2
604,327534.2,4694275.4,53.6,3.855,0,,0.964,1.0,0.5,88.2
605,328784.2,4695075.4,12.1,3.855,0,,0.964,1.0,0.5,88.2
606,325884.2,4696125.4,45.4,3.961,0,56.4,0.99,1.0,0.436,88.2
607,325434.2,4696525.4,29.8,3.857,0,,0.964,1.0,0.5,88.2
608,325334.2,4696575.4,32.8,3.86,0,,0.965,1.0,0.5,88.2
609,327884.2,4693975.4,14.1,3.845,0,,0.961,1.0,0.5,88.1
610,326484.2,4694075.4,14.4,3.846,0,,0.961,1.0,0.5,88.1
611,327634.2,4694125.4,38.6,3.849,0,,0.962,1.0,0.5,88.1
612,329084.2,4695725.4,2.5,3.85,0,,0.963,1.0,0.5,88.1
613,326884.2,4694475.4,29.3,3.979,0,58.8,0.995,1.0,0.412,88.0
614,326034.2,4694875.4,34.8,4.0,0,60.2,1.0,1.0,0.398,88.0
615,325484.2,4696175.4,38.0,3.837,0,,0.959,1.0,0.5,88.0
616,325584.2,4696825.4,38.5,3.841,0,,0.96,1.0,0.5,88.0
617,327184.2,4694325.4,17.4,3.832,0,,0.958,1.0,0.5,87.9
618,327634.2,4695075.4,29.7,3.828,0,,0.957,1.0,0.5,87.9
619,325234.2,4695575.4,26.3,3.829,0,,0.957,1.0,0.5,87.9
620,329084.2,4693825.4,8.6,3.825,0,,0.956,1.0,0.5,87.8
621,328684.2,4694125.4,11.4,3.821,0,,0.955,1.0,0.5,87.8
622,327934.2,4695175.4,14.6,3.823,0,,0.956,1.0,0.5,87.8
623,324634.2,4697525.4,9.7,3.823,0,,0.956,1.0,0.5,87.8
624,324584.2,4697725.4,7.1,3.826,0,,0.957,1.0,0.5,87.8
625,327934.2,4695825.4,14.7,3.817,0,,0.954,1.0,0.5,87.7
626,324834.2,4696325.4,17.0,3.816,0,,0.954,1.0,0.5,87.7
627,325184.2,4696775.4,50.9,3.817,0,,0.954,1.0,0.5,87.7
628,328584.2,4694325.4,19.3,3.807,0,,0.952,1.0,0.5,87.6
629,327184.2,4694525.4,35.5,3.804,0,,0.951,1.0,0.5,87.6
630,328934.2,4694675.4,28.6,3.812,0,,0.953,1.0,0.5,87.6
631,325734.2,4694875.4,27.3,3.809,0,,0.952,1.0,0.5,87.6
632,325634.2,4696825.4,35.0,3.812,0,,0.953,1.0,0.5,87.6
633,329084.2,4693375.4,11.2,3.803,0,,0.951,1.0,0.5,87.5
634,326634.2,4694975.4,89.2,3.818,0,51.1,0.955,1.0,0.489,87.5
635,325684.2,4695175.4,33.4,3.799,0,,0.95,1.0,0.5,87.5
636,327434.2,4695825.4,74.2,3.802,0,,0.951,1.0,0.5,87.5
637,324984.2,4696125.4,17.3,3.801,0,,0.95,1.0,0.5,87.5
638,325034.2,4696975.4,64.9,3.8,0,,0.95,1.0,0.5,87.5
639,327184.2,4694575.4,41.5,3.793,0,,0.948,1.0,0.5,87.4
640,325584.2,4695975.4,28.0,3.791,0,,0.948,1.0,0.5,87.4
641,327684.2,4695975.4,18.0,3.79,0,,0.947,1.0,0.5,87.4
642,328684.2,4695975.4,-0.6,3.792,0,,0.948,1.0,0.5,87.4
643,324684.2,4696475.4,26.5,3.791,0,,0.948,1.0,0.5,87.4
644,325684.2,4696875.4,40.2,3.792,0,,0.948,1.0,0.5,87.4
645,328084.2,4694475.4,18.4,3.785,0,,0.946,1.0,0.5,87.3
646,326684.2,4695375.4,45.8,3.495,0,31.7,0.874,1.0,0.683,87.3
647,326534.2,4693925.4,15.8,3.774,0,,0.944,1.0,0.5,87.2
648,326734.2,4694525.4,31.1,3.957,0,61.4,0.989,1.0,0.386,87.2
649,328434.2,4696175.4,0.8,3.778,0,,0.945,1.0,0.5,87.2
650,324684.2,4698125.4,8.4,3.78,0,,0.945,1.0,0.5,87.2
651,326034.2,4695425.4,57.7,3.972,0,62.8,0.993,1.0,0.372,87.1
652,325184.2,4696375.4,25.9,3.765,0,,0.941,1.0,0.5,87.1
653,328234.2,4693375.4,12.4,3.759,0,,0.94,1.0,0.5,87.0
654,328584.2,4693375.4,11.6,3.758,0,,0.939,1.0,0.5,87.0
655,325684.2,4695275.4,33.1,3.992,0,64.5,0.998,1.0,0.355,87.0
656,327434.2,4695925.4,58.8,3.762,0,,0.94,1.0,0.5,87.0
657,324784.2,4696375.4,18.2,3.758,0,,0.939,1.0,0.5,87.0
658,325234.2,4696375.4,26.5,3.763,0,,0.941,1.0,0.5,87.0
659,324634.2,4697225.4,23.2,3.758,0,,0.939,1.0,0.5,87.0
660,324884.2,4698225.4,13.5,3.758,0,,0.94,1.0,0.5,87.0
661,326834.2,4693475.4,26.8,3.748,0,,0.937,1.0,0.5,86.9
662,329134.2,4693675.4,9.7,3.752,0,,0.938,1.0,0.5,86.9
663,327584.2,4694025.4,13.5,3.756,0,,0.939,1.0,0.5,86.9
664,326334.2,4694575.4,22.8,4.0,0,65.6,1.0,1.0,0.344,86.9
665,325984.2,4694825.4,27.5,3.93,0,61.0,0.982,1.0,0.39,86.9
666,324934.2,4696375.4,24.5,3.751,0,,0.938,1.0,0.5,86.9
667,327334.2,4694325.4,30.9,3.747,0,,0.937,1.0,0.5,86.8
668,327184.2,4694625.4,47.4,3.741,0,,0.935,1.0,0.5,86.8
669,325684.2,4695125.4,32.6,3.744,0,,0.936,1.0,0.5,86.8
670,326084.2,4695175.4,70.8,4.0,0,66.0,1.0,1.0,0.34,86.8
671,324884.2,4698175.4,17.1,3.741,0,,0.935,1.0,0.5,86.8
672,329184.2,4693475.4,11.0,3.736,0,,0.934,1.0,0.5,86.7
673,327284.2,4694425.4,38.6,3.738,0,,0.935,1.0,0.5,86.7
674,328484.2,4694825.4,25.7,3.732,0,,0.933,1.0,0.5,86.7
675,325534.2,4695425.4,29.2,3.881,0,59.3,0.97,1.0,0.407,86.7
676,327384.2,4695525.4,72.1,3.733,0,,0.933,1.0,0.5,86.7
677,325134.2,4695625.4,26.5,3.739,0,,0.935,1.0,0.5,86.7
678,327334.2,4695925.4,73.8,3.733,0,,0.933,1.0,0.5,86.7
679,325734.2,4695775.4,29.2,3.728,0,,0.932,1.0,0.5,86.6
680,327884.2,4695875.4,14.6,3.725,0,,0.931,1.0,0.5,86.6
681,324684.2,4697325.4,18.3,3.729,0,,0.932,1.0,0.5,86.6
682,327884.2,4694525.4,30.3,3.722,0,,0.931,1.0,0.5,86.5
683,327284.2,4694725.4,75.9,3.716,0,,0.929,1.0,0.5,86.4
684,328434.2,4694825.4,23.7,3.714,0,,0.928,1.0,0.5,86.4
685,325484.2,4696625.4,29.4,3.71,0,,0.928,1.0,0.5,86.4
686,328334.2,4693425.4,9.7,3.706,0,,0.927,1.0,0.5,86.3
687,329084.2,4695125.4,8.9,3.705,0,,0.926,1.0,0.5,86.3
688,325634.2,4696875.4,44.0,3.703,0,,0.926,1.0,0.5,86.3
689,327634.2,4694525.4,68.4,3.695,0,,0.924,1.0,0.5,86.2
690,327684.2,4696025.4,19.1,3.7,0,,0.925,1.0,0.5,86.2
691,327834.2,4696125.4,6.6,3.695,0,,0.924,1.0,0.5,86.2
692,324534.2,4696625.4,30.7,3.696,0,,0.924,1.0,0.5,86.2
